1.000000000000000000e+00 -2.000000000000000000e+00 -2.000000000000000000e+00 2.220450072656812539e-15 2.816700160000000000e+08 2.566169920000000000e+08 5.270320000000000000e+07 2.905740160000000000e+08
2.000000000000000000e+00 -1.902439951896667480e+00 -2.000000000000000000e+00 2.220450072656812539e-15 2.136849920000000000e+08 1.919640000000000000e+08 2.517590000000000000e+07 2.145240000000000000e+08
3.000000000000000000e+00 -1.804880023002624512e+00 -2.000000000000000000e+00 2.220450072656812539e-15 1.109800000000000000e+08 9.102569600000000000e+07 3.368890000000000000e+06 1.051880000000000000e+08
4.000000000000000000e+00 -1.707319974899291992e+00 -2.000000000000000000e+00 2.220450072656812539e-15 5.931200000000000000e+07 2.614880000000000000e+07 4.229430000000000000e+06 4.740430000000000000e+07
5.000000000000000000e+00 -1.609760046005249023e+00 -2.000000000000000000e+00 2.220450072656812539e-15 5.228280000000000000e+07 -2.530190000000000000e+07 1.570950000000000000e+06 1.713010000000000000e+07
6.000000000000000000e+00 -1.512199997901916504e+00 -2.000000000000000000e+00 2.220450072656812539e-15 7.717020000000000000e+07 -6.757760000000000000e+07 1.820080000000000000e+06 7.332840000000000000e+06
7.000000000000000000e+00 -1.414630055427551270e+00 -2.000000000000000000e+00 2.220450072656812539e-15 1.082270000000000000e+08 -1.036270000000000000e+08 1.003090000000000000e+06 3.703310000000000000e+06
8.000000000000000000e+00 -1.317070007324218750e+00 -2.000000000000000000e+00 2.220450072656812539e-15 1.376910080000000000e+08 -1.347460000000000000e+08 1.112430000000000000e+06 2.687290000000000000e+06
9.000000000000000000e+00 -1.219509959220886230e+00 -2.000000000000000000e+00 2.220450072656812539e-15 1.637470080000000000e+08 -1.618680000000000000e+08 7.611300000000000000e+05 1.755060000000000000e+06
1.000000000000000000e+01 -1.121950030326843262e+00 -2.000000000000000000e+00 2.220450072656812539e-15 1.869500000000000000e+08 -1.855390080000000000e+08 8.209700000000000000e+05 1.483830000000000000e+06
1.100000000000000000e+01 -1.024389982223510742e+00 -2.000000000000000000e+00 2.220450072656812539e-15 2.071580000000000000e+08 -2.061609920000000000e+08 6.410760000000000000e+05 1.089970000000000000e+06
1.200000000000000000e+01 -9.268289804458618164e-01 -2.000000000000000000e+00 2.220450072656812539e-15 2.248070080000000000e+08 -2.240049920000000000e+08 6.781090000000000000e+05 9.855250000000000000e+05
1.300000000000000000e+01 -8.292679786682128906e-01 -2.000000000000000000e+00 2.220450072656812539e-15 2.398720000000000000e+08 -2.392729920000000000e+08 5.756870000000000000e+05 7.828760000000000000e+05
1.400000000000000000e+01 -7.317069768905639648e-01 -2.000000000000000000e+00 2.220450072656812539e-15 2.526180000000000000e+08 -2.521120000000000000e+08 6.002140000000000000e+05 7.367450000000000000e+05
1.500000000000000000e+01 -6.341459751129150391e-01 -2.000000000000000000e+00 2.220450072656812539e-15 2.630329920000000000e+08 -2.626360000000000000e+08 5.375620000000000000e+05 6.227390000000000000e+05
1.600000000000000000e+01 -5.365849733352661133e-01 -2.000000000000000000e+00 2.220450072656812539e-15 2.712819840000000000e+08 -2.709310080000000000e+08 5.542210000000000000e+05 6.032750000000000000e+05
1.700000000000000000e+01 -4.390240013599395752e-01 -2.000000000000000000e+00 2.220450072656812539e-15 2.773580160000000000e+08 -2.770640000000000000e+08 5.135500000000000000e+05 5.377270000000000000e+05
1.800000000000000000e+01 -3.414629995822906494e-01 -2.000000000000000000e+00 2.220450072656812539e-15 2.813689920000000000e+08 -2.810929920000000000e+08 5.246090000000000000e+05 5.335470000000000000e+05
1.900000000000000000e+01 -2.439019978046417236e-01 -2.000000000000000000e+00 2.220450072656812539e-15 2.833120000000000000e+08 -2.830609920000000000e+08 4.963620000000000000e+05 4.980430000000000000e+05
2.000000000000000000e+01 -1.463409960269927979e-01 -2.000000000000000000e+00 2.220450072656812539e-15 2.832630080000000000e+08 -2.830089920000000000e+08 5.026890000000000000e+05 5.045490000000000000e+05
2.100000000000000000e+01 -4.878050088882446289e-02 -2.000000000000000000e+00 2.220450072656812539e-15 2.812280000000000000e+08 -2.809729920000000000e+08 4.809820000000000000e+05 4.899480000000000000e+05
2.200000000000000000e+01 4.878050088882446289e-02 -2.000000000000000000e+00 2.220450072656812539e-15 2.772670080000000000e+08 -2.769910080000000000e+08 4.824840000000000000e+05 5.054550000000000000e+05
2.300000000000000000e+01 1.463409960269927979e-01 -2.000000000000000000e+00 2.220450072656812539e-15 2.713960000000000000e+08 -2.710990080000000000e+08 4.629060000000000000e+05 5.069000000000000000e+05
2.400000000000000000e+01 2.439019978046417236e-01 -2.000000000000000000e+00 2.220450072656812539e-15 2.636780000000000000e+08 -2.633390080000000000e+08 4.585520000000000000e+05 5.310200000000000000e+05
2.500000000000000000e+01 3.414629995822906494e-01 -2.000000000000000000e+00 2.220450072656812539e-15 2.541449920000000000e+08 -2.537620000000000000e+08 4.371670000000000000e+05 5.461720000000000000e+05
2.600000000000000000e+01 4.390240013599395752e-01 -2.000000000000000000e+00 2.220450072656812539e-15 2.428720000000000000e+08 -2.424280000000000000e+08 4.248350000000000000e+05 5.792800000000000000e+05
2.700000000000000000e+01 5.365849733352661133e-01 -2.000000000000000000e+00 2.220450072656812539e-15 2.299220000000000000e+08 -2.294080000000000000e+08 3.972260000000000000e+05 6.070850000000000000e+05
2.800000000000000000e+01 6.341459751129150391e-01 -2.000000000000000000e+00 2.220450072656812539e-15 2.153980000000000000e+08 -2.147960000000000000e+08 3.733800000000000000e+05 6.499520000000000000e+05
2.900000000000000000e+01 7.317069768905639648e-01 -2.000000000000000000e+00 2.220450072656812539e-15 1.994080000000000000e+08 -1.987060000000000000e+08 3.339800000000000000e+05 6.901810000000000000e+05
